ID,Title,Type,Lat,Long,Location
445,UB 1157 8vo,Source,65.386127,-21.956474,Tjaldanes
445,UB 1157 8vo,Destination,59.913869,10.752245,Oslo
446,UB 1159 8vo,Source,65.386127,-21.956474,Tjaldanes
446,UB 1159 8vo,Destination,59.913869,10.752245,Oslo
447,UBB Ms. 58,Source,59.35,18.066667,Stockholm
447,UBB Ms. 58,Destination,60.391263,5.322054,Bergen
448,Waller ms se 568,Source,59.35,18.066667,Stockholm
448,Waller ms se 568,Destination,59.858564,17.638927,Uppsala
449,Westin 604,Source,59.858611,17.638889,Uppsala
449,Westin 604,Destination,59.858564,17.638927,Uppsala
450,Westin 78,Source,55.675,12.5687,Copenhagen
450,Westin 78,Destination,59.858564,17.638927,Uppsala
451,Westin 79,Source,55.675,12.5687,Copenhagen
451,Westin 79,Destination,59.858564,17.638927,Uppsala
452,Westin 80,Source,55.675,12.5687,Copenhagen
452,Westin 80,Destination,59.858564,17.638927,Uppsala
453,Westin 81,Source,55.675,12.5687,Copenhagen
453,Westin 81,Destination,59.858564,17.638927,Uppsala
454,Westin 82,Source,55.675,12.5687,Copenhagen
454,Westin 82,Destination,59.858564,17.638927,Uppsala
455,Westin 83,Source,55.675,12.5687,Copenhagen
455,Westin 83,Destination,59.858564,17.638927,Uppsala
456,Westin 84,Source,55.675,12.5687,Copenhagen
456,Westin 84,Destination,59.858564,17.638927,Uppsala
457,Westin 86,Source,55.675,12.5687,Copenhagen
457,Westin 86,Destination,59.858564,17.638927,Uppsala
458,Westin 87,Source,59.35,18.066667,Stockholm
458,Westin 87,Destination,59.858564,17.638927,Uppsala
459,Westin 88,Source,55.675,12.5687,Copenhagen
459,Westin 88,Destination,59.858564,17.638927,Uppsala
460,Westin 89,Source,55.675,12.5687,Copenhagen
460,Westin 89,Destination,59.858564,17.638927,Uppsala
461,Skógar (no shelfmark),Source,63.571636,-19.795111,Skálakot
461,Skógar (no shelfmark),Destination,Skógar, V-Skaftafellssýslu
